"pathway","pval","padj","NES"
"LEE_LIVER_CANCER_MYC_TGFA_UP",0.0243793459374519,0.528789206248752,1.43527610199213
"WOO_LIVER_CANCER_RECURRENCE_UP",0.0158762341257944,0.447632357302886,1.4345427831615
"GAJATE_RESPONSE_TO_TRABECTEDIN_UP",0.0310959880095342,0.581400238913768,1.43445595398682
"VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN",0.0105618970406078,0.411304238289708,1.43391009691552
"BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP",0.0571992110453649,0.765397090854044,1.4330910647443
"WP_EXTRACELLULAR_VESICLES_IN_THE_CROSSTALK_OF_CARDIAC_CELLS",0.0541082164328657,0.758170887229003,1.433073388925
"WESTON_VEGFA_TARGETS_12HR",0.0705645161290323,0.796562317564528,1.43221562313416
"SMID_BREAST_CANCER_ERBB2_UP",0.0161932469599135,0.448834559592533,1.42916555280166
"FOROUTAN_TGFB_EMT_DN",0.0115232857051779,0.411304238289708,1.42900298627867
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES",0.024281042123188,0.528789206248752,1.4276458462609
"REACTOME_SYNDECAN_INTERACTIONS",0.0685483870967742,0.794405368259358,1.42649226310662
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP",0.0592885375494071,0.770294800211392,1.42603768440625
"REACTOME_KERATINIZATION",0.0508130081300813,0.758170887229003,1.42362365162631
"KEGG_ECM_RECEPTOR_INTERACTION",0.025079515968226,0.529532793776607,1.42214070876181
"FARMER_BREAST_CANCER_CLUSTER_4",0.0734126984126984,0.810167822100996,1.42146649431726
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS",0.0264457290282082,0.540510757144514,1.42140490602635
"SESTO_RESPONSE_TO_UV_C7",0.027976540030058,0.548150513131306,1.41980948400064
"LI_CISPLATIN_RESISTANCE_DN",0.0645161290322581,0.77963532696274,1.41963384199578
"HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN",0.0335785640724252,0.613659327866755,1.4196279122243
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.00288227718743167,0.233818416047089,1.41867405337133
"FRIDMAN_SENESCENCE_UP",0.0199575650546596,0.493496154078856,1.41844289894437
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM",0.0645161290322581,0.77963532696274,1.41760493610213
"SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN",0.0715705765407555,0.799039984639754,1.41757322374838
"WIEDERSCHAIN_TARGETS_OF_BMI1_AND_PCGF2",0.0508130081300813,0.758170887229003,1.41626059114852
"CAFFAREL_RESPONSE_TO_THC_24HR_5_DN",0.0526315789473684,0.758170887229003,1.41483509863275
"PID_UPA_UPAR_PATHWAY",0.050709939148073,0.758170887229003,1.41462965516994
"WP_KYNURENINE_PATHWAY_AND_LINKS_TO_CELL_SENESCENCE",0.0773809523809524,0.830092797171896,1.41444378684968
"RIGGI_EWING_SARCOMA_PROGENITOR_DN",0.0094855692588118,0.411304238289708,1.4123136391909
"VALK_AML_CLUSTER_15",0.0685483870967742,0.794405368259358,1.41140700588817
"WP_APOPTOSIS",0.0276889176835107,0.546293712609306,1.41127799594135
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_UP",0.0531697341513292,0.758170887229003,1.41121844131632
"BERENJENO_TRANSFORMED_BY_RHOA_FOREVER_DN",0.0685483870967742,0.794405368259358,1.41047501150205
"GRADE_COLON_VS_RECTAL_CANCER_UP",0.0561122244488978,0.765397090854044,1.40944816405712
"STEGER_ADIPOGENESIS_UP",0.0795228628230616,0.835712994758721,1.4085601404981
"WP_CYTOKINES_AND_INFLAMMATORY_RESPONSE",0.0784313725490196,0.830092797171896,1.40841707942193
"KYNG_DNA_DAMAGE_BY_4NQO_OR_UV",0.049800796812749,0.758170887229003,1.40824306098803
"KORKOLA_TERATOMA",0.0530612244897959,0.758170887229003,1.40823987536714
"KRIGE_AMINO_ACID_DEPRIVATION",0.0806451612903226,0.843672456575682,1.40722176179511
"NADLER_OBESITY_DN",0.0528455284552846,0.758170887229003,1.40711538891452
"CHENG_RESPONSE_TO_NICKEL_ACETATE",0.0523138832997988,0.758170887229003,1.40684683649547
"WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN",0.0262032234498761,0.540510757144514,1.40519327806974
"KOKKINAKIS_METHIONINE_DEPRIVATION_96HR_UP",0.0170530435052454,0.455799266868525,1.40416617890379
"NAKAMURA_METASTASIS",0.0415917863821387,0.690651124317217,1.40349263842831
"BURTON_ADIPOGENESIS_PEAK_AT_8HR",0.0521484401381093,0.758170887229003,1.40346113191591
"PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP",0.0069791520683679,0.36874118562426,1.40338504120927
"BIOCARTA_CDMAC_PATHWAY",0.0862745098039216,0.850461898591314,1.40324249931322
"CHEOK_RESPONSE_TO_HD_MTX_UP",0.0710059171597633,0.796562317564528,1.40133187786678
"GRUETZMANN_PANCREATIC_CANCER_UP",0.00124796163946029,0.155961476239578,1.40093246791735
"VANDESLUIS_COMMD1_TARGETS_GROUP_4_DN",0.0901960784313725,0.867082467082467,1.39776692662861
"THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP",0.0528455284552846,0.758170887229003,1.3977354262175
"WESTON_VEGFA_TARGETS",0.0230967739675043,0.523480787160607,1.39714427666695
"HOWLIN_PUBERTAL_MAMMARY_GLAND",0.0528455284552846,0.758170887229003,1.39676724108863
"HOFFMANN_SMALL_PRE_BII_TO_IMMATURE_B_LYMPHOCYTE_DN",0.0755467196819085,0.825834590565355,1.39651269762522
"WINNEPENNINCKX_MELANOMA_METASTASIS_DN",0.0591836734693878,0.770294800211392,1.39528870820237
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.0125957749627789,0.422049734984706,1.39474353341116
"BORLAK_LIVER_CANCER_EGF_UP",0.0564516129032258,0.765397090854044,1.39441639779994
"PID_INTEGRIN_A9B1_PATHWAY",0.0790513833992095,0.832650562273223,1.39385756119
"LIEN_BREAST_CARCINOMA_METAPLASTIC",0.076,0.827191413237925,1.39322174067506
"LIU_IL13_PRIMING_MODEL",0.0901960784313725,0.867082467082467,1.39196163240943
"NABA_CORE_MATRISOME",0.00373043033404361,0.24850638551984,1.39144948869415
"BIOCARTA_CARDIACEGF_PATHWAY",0.0952380952380952,0.884270916334661,1.39001302632652
"WP_FACTORS_AND_PATHWAYS_AFFECTING_INSULINLIKE_GROWTH_FACTOR_IGF1AKT_SIGNALING",0.0567951318458418,0.765397090854044,1.38971040161817
"PHONG_TNF_TARGETS_UP",0.0533596837944664,0.758170887229003,1.38919270151626
"NABA_SECRETED_FACTORS",0.0049893741995274,0.292879434887498,1.38896569461675
"BIOCARTA_IL7_PATHWAY",0.092156862745098,0.876534645478745,1.38869606534304
"BILD_CTNNB1_ONCOGENIC_SIGNATURE",0.0305439882223827,0.576651567844882,1.38861645453185
"CHEN_LVAD_SUPPORT_OF_FAILING_HEART_DN",0.0604838709677419,0.779045736364453,1.3882116243113
"REACTOME_LAMININ_INTERACTIONS",0.0766129032258065,0.827191413237925,1.38656450970428
"WP_P53_TRANSCRIPTIONAL_GENE_NETWORK",0.0305535540921272,0.576651567844882,1.38532724153832
"REACTOME_COMPLEX_I_BIOGENESIS",0.0607287449392713,0.77963532696274,1.38399094251105
"HANSON_HRAS_SIGNALING_VIA_NFKB",0.0869565217391304,0.851879145173176,1.3833810709837
"SUZUKI_RESPONSE_TO_TSA",0.0941176470588235,0.878078738121404,1.38238944469964
"SU_PLACENTA",0.0815109343936382,0.848888650081493,1.38189547418578
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS",0.0549115080914282,0.760212016211868,1.3811964394743
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_2_DN",0.0952380952380952,0.884270916334661,1.38103331348463
"MCDOWELL_ACUTE_LUNG_INJURY_UP",0.0661322645290581,0.783162489072631,1.38102456712812
"AUNG_GASTRIC_CANCER",0.0630081300813008,0.77963532696274,1.38065787517777
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS",0.022001101578154,0.506134794514348,1.37942488360686
"REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS",0.0375867085888082,0.653386994415974,1.37853884562283
"WP_FOLATE_METABOLISM",0.0593047034764826,0.770294800211392,1.37711947905941
"PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP",0.0513833992094862,0.758170887229003,1.37694884887634
"BOQUEST_STEM_CELL_UP",0.00693218143212184,0.36874118562426,1.37644108255625
"DAUER_STAT3_TARGETS_UP",0.0650406504065041,0.77963532696274,1.37582558465773
"REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT",0.111111111111111,0.921482662415305,1.37347146921553
"WARTERS_RESPONSE_TO_IR_SKIN",0.0358816173519453,0.639759028265168,1.37314338615332
"NEMETH_INFLAMMATORY_RESPONSE_LPS_UP",0.0358816173519453,0.639759028265168,1.37302609272175
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.0612648221343874,0.77963532696274,1.3729303318333
"BRACHAT_RESPONSE_TO_CISPLATIN",0.0861723446893788,0.850461898591314,1.37165577012326
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS",0.0767676767676768,0.827191413237925,1.37144294118824
"ROY_WOUND_BLOOD_VESSEL_DN",0.111111111111111,0.921482662415305,1.37092028816859
"MAHAJAN_RESPONSE_TO_IL1A_UP",0.0569105691056911,0.765397090854044,1.3703819986893
"PID_FRA_PATHWAY",0.0730223123732252,0.807787493812902,1.36978803411064
"HOLLERN_SQUAMOUS_BREAST_TUMOR",0.0249345509347157,0.529532793776607,1.36924692629592
"APPEL_IMATINIB_RESPONSE",0.0853174603174603,0.849418012391243,1.36870696173718
"WP_IL7_SIGNALING_PATHWAY",0.093812375249501,0.878078738121404,1.36869836719187
"WP_MATRIX_METALLOPROTEINASES",0.102822580645161,0.909085301918214,1.36837127323687
"BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN",0.102822580645161,0.909085301918214,1.36745737566024
"BIOCARTA_NKCELLS_PATHWAY",0.111764705882353,0.921482662415305,1.36608010488434
"WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN",0.0909090909090909,0.872123726895511,1.36543004693305
"BIOCARTA_CCR3_PATHWAY",0.107142857142857,0.914074855034265,1.36540607580592
"WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY",0.0828282828282828,0.849418012391243,1.36535387673164
"GAURNIER_PSMD4_TARGETS",0.0711382113821138,0.796562317564528,1.3652348261024
"TORCHIA_TARGETS_OF_EWSR1_FLI1_FUSION_TOP20_UP",0.113095238095238,0.921482662415305,1.36477245599146
"WP_GENES_CONTROLLING_NEPHROGENESIS",0.0724346076458753,0.803207735622367,1.36471117407153
"CROMER_METASTASIS_DN",0.0511811023622047,0.758170887229003,1.36412888574397
"WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA",0.0375866841128644,0.653386994415974,1.36389052528419
"RICKMAN_HEAD_AND_NECK_CANCER_C",0.0511811023622047,0.758170887229003,1.36114631771712
"KEGG_FOCAL_ADHESION",0.0194576645812288,0.490244512342728,1.35993368756888
"KYNG_ENVIRONMENTAL_STRESS_RESPONSE_DN",0.111111111111111,0.921482662415305,1.35878960802722
"FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP",0.0691056910569106,0.795223939267376,1.35708347303117
"MOROSETTI_FACIOSCAPULOHUMERAL_MUSCULAR_DISTROPHY_UP",0.115079365079365,0.921482662415305,1.35696764811382
"ZHU_CMV_ALL_DN",0.0271882226201416,0.542522050300124,1.35633937897384
"LEIN_CHOROID_PLEXUS_MARKERS",0.0533333333333333,0.758170887229003,1.35609586651011
"DORSEY_GAB2_TARGETS",0.102822580645161,0.909085301918214,1.35422833637419
"GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP",0.04233054614033,0.694100870045694,1.35336250254543
"WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM",0.0853658536585366,0.849418012391243,1.3527246988569
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.100790513833992,0.901603544019467,1.35208747115223
"RIZKI_TUMOR_INVASIVENESS_2D_DN",0.0711462450592885,0.796562317564528,1.35133218487251
"AMIT_SERUM_RESPONSE_40_MCF10A",0.104743083003953,0.914074855034265,1.35109386076297
"WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE",0.107355864811133,0.914205375481915,1.3507892484663
"DEMAGALHAES_AGING_DN",0.116370808678501,0.922745585300651,1.3505619067625
"WANG_NEOPLASTIC_TRANSFORMATION_BY_CCND1_MYC",0.104208416833667,0.914074855034265,1.35012804993709
"LY_AGING_PREMATURE_DN",0.102822580645161,0.909085301918214,1.35003560293071
"FOROUTAN_INTEGRATED_TGFB_EMT_UP",0.0277636294254297,0.546293712609306,1.34857825441614
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.0642570281124498,0.77963532696274,1.34811038087627
"JAEGER_METASTASIS_DN",0.0119727114951384,0.411304238289708,1.34810445357114
"WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM",0.0646464646464646,0.77963532696274,1.34784084193793
"LEE_LIVER_CANCER_MYC_E2F1_UP",0.0786290322580645,0.830092797171896,1.34772800892483
